titulo,tipo,lugar,distrito,fecha_inicio,fecha_fin,url
Cuentos en escena,"FIESTAS, 
            
            TEATRO PERFOMANCE, 
            
            CONCURSOS Y CERTÁMENES",Sin lugar,Sin distrito,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-en-escena/?vgnextfmt=default&vgnextoid=677491df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Fiesta Holi y discoteca con DJ,Sin tipo,Sin lugar,Sin distrito,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiesta-Holi-y-discoteca-con-DJ/?vgnextfmt=default&vgnextoid=505591df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Diseño de pulseras y broches,"FIESTAS, 
            
            CURSOS Y TALLERES",Auditorio Municipal Las Trece Rosas,VILLA DE VALLECAS,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Diseno-de-pulseras-y-broches/?vgnextfmt=default&vgnextoid=489291df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos bilingüe español-japonés: 'Omae umasou dana',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Iván de Vargas (Centro),CENTRO,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-bilingue-espanol-japones-Omae-umasou-dana-/?vgnextfmt=default&vgnextoid=a838b4e355536910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Tarde de cómic en el Parque de Berlín,CURSOS Y TALLERES,Parque de Berlín,CHAMARTIN,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tarde-de-comic-en-el-Parque-de-Berlin/?vgnextfmt=default&vgnextoid=be47828cf1936910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¡Qué vivan los libros!,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Sociocultural Blasco Ibáñez (Carabanchel),CARABANCHEL,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Que-vivan-los-libros-/?vgnextfmt=default&vgnextoid=12dc7baa8f3a5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Cuentasueños',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),CHAMARTIN,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Cuentasuenos-/?vgnextfmt=default&vgnextoid=f720ccd8501f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Cuentos de todos los colores',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal La Chata (Carabanchel),CARABANCHEL,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Cuentos-de-todos-los-colores-/?vgnextfmt=default&vgnextoid=8b968cc2f36f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Tan sólo una hormiga,TEATRO PERFOMANCE,Centro Cultural Zazuar (Villa de Vallecas),Sin distrito,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tan-solo-una-hormiga/?vgnextfmt=default&vgnextoid=eab3dbd50a8b5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Cuentos para leer con linterna',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),CIUDAD LINEAL,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Cuentos-para-leer-con-linterna-/?vgnextfmt=default&vgnextoid=5708347546616910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Títeres: “Romero y Julieta”.,Sin tipo,Centro Sociocultural Tetuán,TETUAN,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-Romero-y-Julieta-/?vgnextfmt=default&vgnextoid=3f3860ffbe2b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El fantasma al que le asustaban los libros,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural Federico Chueca (Hortaleza),HORTALEZA,viernes 25 de abril de 2025,viernes 25 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-fantasma-al-que-le-asustaban-los-libros/?vgnextfmt=default&vgnextoid=faa2047fc5065910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The Gipsy Marionettist - Rašid Nikolić (Italia),"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO",Teatro Municipal de Títeres,RETIRO,sábado 26 de abril de 2025,domingo 27 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-Gipsy-Marionettist-Rasid-Nikolic-Italia-/?vgnextfmt=default&vgnextoid=178dd6fdb90d4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Yo, Quevedo con perdón",TEATRO PERFOMANCE,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),SAN BLAS-CANILLEJAS,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Yo-Quevedo-con-perdon/?vgnextfmt=default&vgnextoid=88bfc2df0a3a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Habichuela Isabela,TEATRO PERFOMANCE,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),SAN BLAS-CANILLEJAS,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Habichuela-Isabela/?vgnextfmt=default&vgnextoid=ba9689cfb18a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Gran Juego de Verdi,TEATRO PERFOMANCE,Centro Cultural Casa de Vacas (Retiro),RETIRO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Gran-Juego-de-Verdi/?vgnextfmt=default&vgnextoid=c5d2fe74dd7b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"CINE: ""Klaus""",Sin tipo,Centro Cultural el Torito (Moratalaz),MORATALAZ,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/CINE-Klaus-/?vgnextfmt=default&vgnextoid=cea6db7ff8cc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Los animales, unos grandes maestros",Sin tipo,Centro Cultural Julio Cortázar (Moncloa - Aravaca),MONCLOA-ARAVACA,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Los-animales-unos-grandes-maestros/?vgnextfmt=default&vgnextoid=5fc0cd938a2d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La verbena hechizada,TEATRO PERFOMANCE,Centro Sociocultural Maestro Alonso (Salamanca),SALAMANCA,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-verbena-hechizada/?vgnextfmt=default&vgnextoid=ec624fb3807d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cuentacuentos:""Surcando mares, buscando cuentos""","CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Sociocultural Rafael de León (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Surcando-mares-buscando-cuentos-/?vgnextfmt=default&vgnextoid=4fe5692abe6a4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Ronda de libros,Sin tipo,Matadero Madrid,ARGANZUELA,sábado 26 de abril de 2025,sábado 7 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Ronda-de-libros/?vgnextfmt=default&vgnextoid=d2398cdcd77d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"CONMEMORACIÓN DÍA DEL LIBRO. Teatro de títeres: ""Pinocho corazón de madera"" basada en la obra de Carlo Collodi","CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/CONMEMORACION-DIA-DEL-LIBRO-Teatro-de-titeres-Pinocho-corazon-de-madera-basada-en-la-obra-de-Carlo-Collodi/?vgnextfmt=default&vgnextoid=090f8b56808d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres para niños de 4 a 14 años,Sin tipo,Sin lugar,Sin distrito,sábado 26 de abril de 2025,sábado 28 de junio de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-para-ninos-de-4-a-14-anos/?vgnextfmt=default&vgnextoid=fe309f9cfb7b5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La estrella y la Luna,TEATRO PERFOMANCE,Centro Cultural Lavapiés (Centro),CENTRO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-estrella-y-la-Luna/?vgnextfmt=default&vgnextoid=f3fb5f5f0dbe5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Pájaro y flor en abril, buscan su amor",CURSOS Y TALLERES,Centro Cultural Clara del Rey - Museo ABC (Centro),CENTRO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pajaro-y-flor-en-abril-buscan-su-amor/?vgnextfmt=default&vgnextoid=92ea21d4febe5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Día del libro en Centro,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            RECITALES, PRESENTACIONES Y ACTOS LITERARIOS",Centro Cultural Clara del Rey - Museo ABC (Centro),CENTRO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Dia-del-libro-en-Centro/?vgnextfmt=default&vgnextoid=edc08033b11f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Una colmena de cuentos,"MÚSICA, 
            
            TEATRO PERFOMANCE",Centro Sociocultural Rosario de Acuña (Latina),LATINA,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Una-colmena-de-cuentos/?vgnextfmt=default&vgnextoid=0ffde296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Tatira Teatro, presenta “Los cuidadores de las letras”","RECITALES, PRESENTACIONES Y ACTOS LITERARIOS",Centro Cultural el Madroño (Vicálvaro),VICALVARO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tatira-Teatro-presenta-Los-cuidadores-de-las-letras/?vgnextfmt=default&vgnextoid=51445b230f5f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Concierto de música coral,Sin tipo,Parroquia San Valentín y San Casimiro,VICALVARO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-de-musica-coral/?vgnextfmt=default&vgnextoid=1455252e8aff5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Martín y la música,MÚSICA,Parque Alfredo Kraus,HORTALEZA,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Martin-y-la-musica/?vgnextfmt=default&vgnextoid=91037665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Tito el bromista,"FIESTAS, 
            
            CUENTACUENTOS, TÍTERES Y MARIONETAS",Sin lugar,Sin distrito,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tito-el-bromista/?vgnextfmt=default&vgnextoid=d44ba1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La princesa china y el dragón,"FIESTAS, 
            
            TEATRO PERFOMANCE",Sin lugar,Sin distrito,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-princesa-china-y-el-dragon/?vgnextfmt=default&vgnextoid=528ca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Sherlock Holmes y el robo de la Gioconda,Sin tipo,Sin lugar,Sin distrito,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sherlock-Holmes-y-el-robo-de-la-Gioconda/?vgnextfmt=default&vgnextoid=1bdca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El payaso musical,"FIESTAS, 
            
            MÚSICA",Sin lugar,Sin distrito,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-payaso-musical/?vgnextfmt=default&vgnextoid=0feca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El mundo mágico de los libros,"DANZA Y BAILE, 
            
            MÚSICA",Centro Cultural Miguel Hernández (Latina),LATINA,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-mundo-magico-de-los-libros/?vgnextfmt=default&vgnextoid=0ddbe296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El tesoro del dragón,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Sin lugar,Sin distrito,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-tesoro-del-dragon/?vgnextfmt=default&vgnextoid=859f60ffbe2b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Marcelo, el marciano","MÚSICA, 
            
            TEATRO PERFOMANCE",Centro Cultural José Luis Sampedro (Latina),LATINA,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Marcelo-el-marciano/?vgnextfmt=default&vgnextoid=92f9e296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller Teatralizado de Cuentacuentos - Cuentos Maravillosos de Andersen,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Centro Cultural Galileo (Chamberí),CHAMBERI,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Teatralizado-de-Cuentacuentos-Cuentos-Maravillosos-de-Andersen/?vgnextfmt=default&vgnextoid=38680ad4cdcc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cuentacuentos con pictogramas: ""El enano saltarín""","CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            ACTIVIDADES CALLE, ARTE URBANO, 
            
            TEATRO PERFOMANCE",Centro Cultural La Vaguada (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-con-pictogramas-El-enano-saltarin-/?vgnextfmt=default&vgnextoid=f39a8b56808d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Títeres al aire libre: Qui y Jote en la isla de los tesoros,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Sin lugar,Sin distrito,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-al-aire-libre-Qui-y-Jote-en-la-isla-de-los-tesoros/?vgnextfmt=default&vgnextoid=21b24d66491f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Mario, el musical",MÚSICA,Centro Cultural Orcasur (Usera),USERA,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mario-el-musical/?vgnextfmt=default&vgnextoid=b65a91db103b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Subida a la Bola del mundo,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Centro Cultural Galileo (Chamberí),CHAMBERI,sábado 26 de abril de 2025,sábado 26 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Subida-a-la-Bola-del-mundo/?vgnextfmt=default&vgnextoid=60b2e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cambiando Cuentos,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 27 de abril de 2025,domingo 27 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cambiando-Cuentos/?vgnextfmt=default&vgnextoid=e318c2df0a3a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Kalevala: Un Viaje Mágico,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            DANZA Y BAILE",Centro Cultural José Luis López Vázquez (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 27 de abril de 2025,domingo 27 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Kalevala-Un-Viaje-Magico/?vgnextfmt=default&vgnextoid=b89689cfb18a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller Teatralizado de Cuentacuentos - Cuentos Caballerescos,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Centro Cultural Galileo (Chamberí),CHAMBERI,domingo 27 de abril de 2025,domingo 27 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Teatralizado-de-Cuentacuentos-Cuentos-Caballerescos/?vgnextfmt=default&vgnextoid=836a0ad4cdcc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Contando caperucita,TEATRO PERFOMANCE,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca),SALAMANCA,domingo 27 de abril de 2025,domingo 27 de abril de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Contando-caperucita/?vgnextfmt=default&vgnextoid=b7842b391b2d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
